Course Code,Section Code,Section Display Name,Est. Enroll.,ISBN,Title,Author,Publisher,Date,Edition,Required?,Supplier,Link,OK to Use Newer Edition?,OK to Use Older Edition?,Section Status,Submitted By
CHEM 1120,601,Lisa Bennett,252,978-0-13-401518-7,"Fundamentals of General, Organic, and Biological Chemistry","McMurry, John E., Ballantine, David S., Hoeger, Carl A., Peterson, Virginia E., McMurry, John, Ballantine, David, Hoeger, Carl, and Peterson, Virginia",Pearson Education,1/11/2016,8,choice,,,,,Approved,Lisa Bennett
CHEM 1120,601,Lisa Bennett,252,978-0-13-446570-8,"Fund. of General, Organic, and Biological Chem w/Modified MasteringChem and E-text","McMurry, Ballantine, Hoeger, Peterson",Pearson,1/1/2016,8,required,,,,,Approved,Lisa Bennett
CHEM 1150,602,Sambuddha Banerjee,,978-1-947172-62-3,Chemistry 2e,"Flowers, Paul, Theopold, Klaus, Langley, Richard, Neth, Edward J., and Robinson, William R.",OpenStax,2/14/2019,,required,,,*,*,Approved,Sambuddha Banerjee
CHEM 1160,604,,,978-1-947172-62-3,Chemistry (2ED)(Free Access @ Openstax.org),"Flowers, Paul, Theopold, Klaus, Langley, Richard, Neth, et.al.",OpenStax,1/1/2019,2nd,choice,,,,,Approved,Susan Stancombe
CHEM 1160,603,Anne Spuches,,978-1-947172-62-3,Chemistry (2ED)(Free Access @ Openstax.org),"Flowers, Paul, Theopold, Klaus, Langley, Richard, Neth, et.al.",OpenStax,1/1/2019,2nd,choice,,,,,Approved,Susan Stancombe
CHEM 1160,602,James Collins,,978-1-947172-62-3,Chemistry (2ED)(Free Access @ Openstax.org),"Flowers, Paul, Theopold, Klaus, Langley, Richard, Neth, et.al.",OpenStax,1/1/2019,2nd,choice,,,,,Approved,James Collins
CHEM 1160,601,Robert Hughes,124,0,Chem101 Complete Activation D2250 ,,,,,required,ISBN: 978-0-578-41201-6 ,https://www.101edu.co/,,,Approved,Robert Hughes
CHEM 1160,601,Robert Hughes,124,978-1-947172-62-3,Chemistry (2ED)(Free Access @ Openstax.org),"Flowers, Paul, Theopold, Klaus, Langley, Richard, Neth, et.al.",OpenStax,1/1/2019,2nd,choice,,,,,Approved,Robert Hughes
CHEM 2760,601,Brian Love,120,978-0-393-66354-9,Organic Chemistry : Principles and Mechanisms,"Karty, Joel","Norton & Company, Incorporated, W. W.",7/1/2018,2,required,,,*,*,Approved,Brian Love
CHEM 2760,601,Brian Love,120,978-0-393-65555-1,Organic Chemistry : Principles and Mechanisms,"Karty, Joel","Norton & Company, Incorporated, W. W.",2/13/2018,2,optional,,,*,*,Approved,Brian Love
CHEM 2760,601,Brian Love,120,978-0-393-63076-3,Organic Chemistry (Smartwork5access/EBK) access,Karty,Norton,1/1/2018,2,optional,,,*,*,Approved,Brian Love
CHEM 2760,601,Brian Love,120,978-1-4534-0278-8,Organic Chemistry (set) ,AES,Andrus Educational Supplies,,,optional,,,*,*,Approved,Brian Love
CHEM 2760,403,William Allen,100,978-0-393-66354-9,Organic Chemistry : Principles and Mechanisms,"Karty, Joel","Norton & Company, Incorporated, W. W.",7/1/2018,2,required,,,,,Approved,William Allen
CHEM 2760,403,William Allen,100,978-0-393-65555-1,Organic Chemistry : Principles and Mechanisms,"Karty, Joel","Norton & Company, Incorporated, W. W.",2/13/2018,2,optional,,,,,Approved,William Allen
CHEM 2770,601,Sambuddha Banerjee,,978-1-4641-2613-0,Biochemistry: a Short Course,"Tymoczko, John L., Berg, Jeremy M., and Stryer, Lubert","Freeman & Company, W. H.",4/24/2015,3,recommended,,,*,*,Approved,Sambuddha Banerjee
CHEM 3250,601,Anthony Kennedy,55,978-1-4641-3538-5,Quantitative Chemical Analysis,"Harris, Daniel C.","Freeman & Company, W. H.",5/29/2015,9,recommended,,,*,*,Approved,Anthony Kennedy
CHEM 3450,601,Andrew Sargent,,978-0-471-48939-9,Molecular Symmetry & Group Theory,"Vincent, Alan",Wiley,2/8/2001,2,required,,,*,*,Approved,Andrew Sargent
CHEM 3450,601,Andrew Sargent,,978-1-292-13414-7,Inorganic Chemistry,"Housecroft, Catherine",Pearson Education,5/31/2018,5,optional,,,*,*,Approved,Andrew Sargent
CHEM 3850,601,Libero Bartolotti,45,978-0-19-879670-1,Elements of Physical Chemistry,"Atkins, Peter, De Paula, Julio, and de Paula, Julio","Oxford University Press, Incorporated",2/22/2017,7,required,,,*,,Approved,Libero Bartolotti
CHEM 4350,601,Anthony Kennedy,25,978-1-337-46803-9,Principles of Instrumental Analysis (e-book),Skoog,Cengage,1/1/2017,7,recommended,,,*,*,Approved,Anthony Kennedy
CLAS 1500,602,John Stevens,150,978-0-14-017199-0,The Greek Myths : Combined Edition,"Graves, Robert",Penguin Publishing Group,4/6/1993,,optional,,,*,*,Approved,John Stevens
CLAS 1500,601,Tricia Wilson-Okamura,116,978-0-321-96704-6,Classical Myth,"Powell, Barry B.",Pearson Education,1/1/2014,8,required,,,,*,Approved,Tricia Wilson-Okamura
CLAS 1500,601,Tricia Wilson-Okamura,116,978-0-553-21399-7,Odyssey Of Homer (trans Mandelbaum),Homer,Bant,1/1/2003,null,required,,,*,*,Approved,Tricia Wilson-Okamura
CLAS 1500,601,Tricia Wilson-Okamura,116,978-0-226-30786-2,Sophocles Ii: Four Tragedies,Sophocles,Uchic,1/1/1969,null,optional,,,,,Approved,Tricia Wilson-Okamura
CLAS 1500,601,Tricia Wilson-Okamura,116,978-1-58510-288-4,Theogony and Works and Days,Hesiod,"Hackett Publishing Company, Incorporated",1/1/2008,null,optional,,,,,Approved,Tricia Wilson-Okamura
CLAS 2500,601,Tricia Wilson-Okamura,20,978-0-87220-923-7,Medea (trans Svarlien),Euripides,Hack,3/21/2008,,required,,,,,Approved,Tricia Wilson-Okamura
CLAS 2500,601,Tricia Wilson-Okamura,20,978-0-226-00772-4,The Oresteia,Aeschylus,University of Chicago Press,3/15/1989,,required,,,,,Approved,Tricia Wilson-Okamura
CLAS 2500,601,Tricia Wilson-Okamura,20,978-0-19-953717-4,"Antigone, Oedipus the King, Electra",Sophocles,"Oxford University Press, Incorporated",2/1/2009,,required,,,,,Approved,Tricia Wilson-Okamura
CLAS 2500,601,Tricia Wilson-Okamura,20,978-1-60384-460-4,"Electra, Phoenician Women, Bacchae, and Iphigenia at Aulis",Euripides,"Hackett Publishing Company, Incorporated",3/15/2011,,required,,,,,Approved,Tricia Wilson-Okamura
CLAS 4000,601,John Stevens,7,978-0-521-27556-9,The Hellenistic Philosophers Vol. 1 : Translations of the Principal Sources with Philosophical Commentary,"Long, A. A. and Sedley, D. N.",Cambridge University Press,4/9/1987,,required,,,*,*,Approved,John Stevens
CLAS 4000,601,John Stevens,7,978-0-674-99717-2,Tragedies : Hercules. Trojan Women. Phoenician Women. Medea. Phaedra,"Seneca and Fitch, John G.",Harvard University Press,6/1/2018,,required,,,*,,Approved,John Stevens
CLSC 3420,1,Ann McConnell,15,978-0-323-53045-3,Rodak's Hematology : Clinical Principles and Applications,"Keohane, Elaine, Smith, Larry, Walenga, Jeanine, Keohane, Elaine M., Walenga, Jeanine M., and Otto, Catherine N.",Elsevier - Health Sciences Division,3/11/2019,6,required,,,*,,Approved,Ann McConnell
CMGT 2200,1,Syed Ahmed,,978-0-9827034-3-4,Construction Project Management (2ED),Dykstra,Kirshner ,1/1/2018,2,required,,,,,Approved,
CMGT 2200,601,Syed Ahmed,,978-0-9827034-3-4,Construction Project Management (2ED),Dykstra,Kirshner ,1/1/2018,2,required,,,,,Approved,Syed Ahmed
CMGT 2400,601,Anthony Barnett,,978-0-13-445417-7,"Building Construction : Principles, Materials, and Systems","Mehta, Madan L., Scarborough, Walter, Armpriest, Diane, Mehta, Medan, and Mehta, Madan",Pearson Education,1/12/2017,3,required,,,,,Approved,
CMGT 2400,602,Anthony Barnett,,978-0-13-445417-7,"Building Construction : Principles, Materials, and Systems","Mehta, Madan L., Scarborough, Walter, Armpriest, Diane, Mehta, Medan, and Mehta, Madan",Pearson Education,1/12/2017,3,required,,,,,Approved,
CMGT 3010,2,David Batie,40,978-1-119-56008-1,Revit 2020 for Architecture : No Experience Required,"Wing, Eric","Wiley & Sons, Incorporated, John",12/5/2019,2,required,,,,,Approved,David Batie
CMGT 3010,5,David Batie,40,978-1-119-56008-1,Revit 2020 for Architecture : No Experience Required,"Wing, Eric","Wiley & Sons, Incorporated, John",12/5/2019,2,required,,,,,Approved,David Batie
CMGT 3010,1,Susan Castelli,,978-1-119-56008-1,Revit 2020 for Architecture: No Experience Required,Eric Wing,Wiley,12/5/2019,2nd,required,,,,,Approved,
CMGT 3010,3,Susan Castelli,,978-1-119-56008-1,Revit 2020 for Architecture: No Experience Required,Eric Wing,Wiley,12/5/2019,2nd,required,,,,,Approved,
CMGT 3010,4,Susan Castelli,,978-1-119-56008-1,Revit 2020 for Architecture: No Experience Required,Eric Wing,Wiley,12/5/2019,2nd,required,,,,,Approved,
CMGT 3150,1,Daniel Thomas,,978-1-118-97799-6,Fundamentals of Residential Construction,"Allen, Edward, Thallon, Rob, Schreyer, Alexander, and Schreyer, Alexander C.","Wiley & Sons, Incorporated, John",2/21/2017,4,required,,,,,Approved,Daniel Thomas
CMGT 3150,2,Daniel Thomas,,978-1-118-97799-6,Fundamentals of Residential Construction,"Allen, Edward, Thallon, Rob, Schreyer, Alexander, and Schreyer, Alexander C.","Wiley & Sons, Incorporated, John",2/21/2017,4,required,,,,,Approved,Daniel Thomas
CMGT 3150,601,Daniel Thomas,,978-1-118-97799-6,Fundamentals of Residential Construction,"Allen, Edward, Thallon, Rob, Schreyer, Alexander, and Schreyer, Alexander C.","Wiley & Sons, Incorporated, John",2/21/2017,4,required,,,,,Approved,Daniel Thomas
CMGT 3150,602,Daniel Thomas,,978-1-118-97799-6,Fundamentals of Residential Construction,"Allen, Edward, Thallon, Rob, Schreyer, Alexander, and Schreyer, Alexander C.","Wiley & Sons, Incorporated, John",2/21/2017,4,required,,,,,Approved,Daniel Thomas
CMGT 3500,1,Syed Ahmed,40,978-0-07-339785-6,Construction Contracts,"Hinze, Jimmie",McGraw-Hill Education,9/10/2010,3,required,,,,,Approved,
CMGT 3500,2,Syed Ahmed,40,978-0-07-339785-6,Construction Contracts,"Hinze, Jimmie",McGraw-Hill Education,9/10/2010,3,required,,,,,Approved,
CMGT 3500,601,Syed Ahmed,40,978-0-07-339785-6,Construction Contracts,"Hinze, Jimmie",McGraw-Hill Education,9/10/2010,3,required,,,,,Approved,Syed Ahmed
CMGT 3500,602,Syed Ahmed,40,978-0-07-339785-6,Construction Contracts,"Hinze, Jimmie",McGraw-Hill Education,9/10/2010,3,required,,,,,Approved,Syed Ahmed
CMGT 4000,1,Daniel Thomas,,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,
CMGT 4000,2,Daniel Thomas,,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,
CMGT 4000,601,Daniel Thomas,,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,
CMGT 4000,602,Daniel Thomas,,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,
CMGT 4010,1,Jodi Farrington,80,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,Barbara T. Ward
CMGT 4010,2,Jodi Farrington,80,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,Barbara T. Ward
CMGT 4010,601,Jodi Farrington,80,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,Jodi Farrington
CMGT 4010,602,Jodi Farrington,80,978-0-13-470116-5,Estimating in Building Construction,"Dagostino, Frank R., Peterson, Steven J., Peterson, Steven, and Dagostino, Frank",Pearson Education,1/3/2018,9,required,,,,,Approved,Jodi Farrington
CMGT 4320,1,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,
CMGT 4320,2,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,
CMGT 4320,3,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,
CMGT 4320,601,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,Chelsea Buckhalter
CMGT 4320,602,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,Chelsea Buckhalter
CMGT 4320,603,Chelsea Buckhalter,75,978-1-119-05517-4,Sustainable Construction : Green Building Design and Delivery,"Kibert, Charles and Kibert, Charles J.","Wiley & Sons, Incorporated, John",5/2/2016,4,required,,,,,Approved,Chelsea Buckhalter
CMGT 4380,1,,,978-1-260-10880-4,"Construction Planning, Equipment, and Methods, Ninth Edition","Schexnayder, Clifford J., Schmitt, Robert, Peurifoy, Robert, Shapira, Aviad, and Peurifoy, Robert L.",McGraw-Hill Education,2/5/2018,9,required,,,,,Approved,
CMGT 4380,2,,,978-1-260-10880-4,"Construction Planning, Equipment, and Methods, Ninth Edition","Schexnayder, Clifford J., Schmitt, Robert, Peurifoy, Robert, Shapira, Aviad, and Peurifoy, Robert L.",McGraw-Hill Education,2/5/2018,9,required,,,,,Approved,
COAD 1000,1,Bryan Williamson,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,3,Curtis Wilson,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,2,Elisabeth Bengala,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,4,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,5,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,9,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,10,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,15,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,17,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,20,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,21,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,23,,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,25,Aaron Lucier,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,18,Amber Arnold,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,13,Angelina Weglarczyk,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,24,Aracelis Figueroa,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,11,Daniel Fontenette,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,14,Kaitlyn Underwood,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,6,Latoya Alston,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 1000,19,Shelby Phillips,,978-1-5339-2881-8,COAD 1000 Freshman Seminar F20 Edition,NA,"MacMillan Learning, Hayden-McNeil",,F20 Edition,required,,,,,Approved,
COAD 6407,602,,,978-1-119-08430-3,"Counseling the Culturally Diverse : Theory and Practice, Seventh Edition","Sue, Derald Wing and Sue, David","Wiley & Sons, Incorporated, John",12/14/2015,7,required,,,,,Approved,Lonika Crumb
COAD 6407,601,Lonika Crumb,,978-1-119-08430-3,"Counseling the Culturally Diverse : Theory and Practice, Seventh Edition","Sue, Derald Wing and Sue, David","Wiley & Sons, Incorporated, John",12/14/2015,7,required,,,,,Approved,Lonika Crumb
COAD 6482,601,Ashley Cannan,12,978-1-4534-0118-7,See Instructor For Course Materials ,Staff,,,,required,,,,,Approved,Ashley Cannan
COAD 6482,601,Ashley Cannan,12,0,"Knapp, S. E., Jongsma, A. E. J., & Dimmitt, C. L. (2014). The school counseling and school social work treatment planner, with dsm-5 updates, 2nd edition.",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 6482,601,Ashley Cannan,12,0,"Jongsma, A. E. J., Peterson, L. M., & Bruce, T. J. (2014). The complete adult psychotherapy treatment planner : Includes dsm-5 updates. ",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 6482,602,Ashley Cannan,12,978-1-4534-0118-7,See Instructor For Course Materials ,Staff,,,,required,,,,,Approved,Ashley Cannan
COAD 6482,602,Ashley Cannan,12,0,"Knapp, S. E., Jongsma, A. E. J., & Dimmitt, C. L. (2014). The school counseling and school social work treatment planner, with dsm-5 updates, 2nd edition.",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 6482,602,Ashley Cannan,12,0,"Jongsma, A. E. J., Peterson, L. M., & Bruce, T. J. (2014). The complete adult psychotherapy treatment planner : Includes dsm-5 updates. ",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 6482,603,Nicole Smith,12,978-1-4534-0118-7,See Instructor For Course Materials ,Staff,,,,required,,,,,Approved,Ashley Cannan
COAD 6482,603,Nicole Smith,12,0,"Knapp, S. E., Jongsma, A. E. J., & Dimmitt, C. L. (2014). The school counseling and school social work treatment planner, with dsm-5 updates, 2nd edition.",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 6482,603,Nicole Smith,12,0,"Jongsma, A. E. J., Peterson, L. M., & Bruce, T. J. (2014). The complete adult psychotherapy treatment planner : Includes dsm-5 updates. ",,,,,recommended,,https://lib.ecu.edu/alt-texts,,,Approved,Ashley Cannan
COAD 7411,601,Tara Thompson,10,978-1-118-70732-6,The Handbook of Student Affairs Administration,,"Wiley & Sons, Incorporated, John",1/19/2016,4,required,,,,,Approved,Tara Thompson
COHE 6000,601,,,978-0-8261-7272-3,Jonas and Kovner's Health Care Delivery in the United States,"Knickman, James and Elbel, Brian","Springer Publishing Company, Incorporated",11/1/2018,12,required,,,,,Approved,
COHE 6510,1,Akshat Kapoor,10,978-1-64055-005-6,"Health Informatics : A Systems Perspective, Second Edition","Brown, Gordon, Pasupathy, Kalyan, and Patrick, Timothy",Health Administration Press,9/1/2018,,required,,,*,,Approved,Akshat Kapoor
COHE 6510,601,Akshat Kapoor,10,978-1-64055-005-6,"Health Informatics : A Systems Perspective, Second Edition","Brown, Gordon, Pasupathy, Kalyan, and Patrick, Timothy",Health Administration Press,9/1/2018,,required,,,*,,Approved,Akshat Kapoor
COHE 6550,601,Ray Hylock,,978-0-13-420492-5,Modern Systems Analysis and Design,"Hoffer, Jeffrey A., George, Joey F., Valacich, Joseph S., Slater, Jeffrey, Valacich, Joseph, and George, Joey",Pearson Education,1/7/2016,8,required,,,,,Approved,
COHE 6590,1,Ray Hylock,30,978-1-119-00225-3,Storytelling with Data : A Data Visualization Guide for Business Professionals,"Knaflic, Cole Nussbaumer and Nussbaumer Knaflic, Cole","Wiley & Sons, Incorporated, John",11/2/2015,,required,,,,,Approved,Ray Hylock
COHE 6590,1,Ray Hylock,30,978-1-78980-735-6,SQL for Data Analytics : Perform Fast and Efficient Data Analysis with the Power of SQL,"Malik, Upom, Goldwasser, Matt, and Johnston, Benjamin","Packt Publishing, Limited",8/23/2019,,required,,,,,Approved,Ray Hylock
COHE 6590,1,Ray Hylock,30,978-1-78980-011-1,Data Wrangling with Python : Creating Actionable Data from Raw Sources,"Sarkar, Tirthajyoti and Roychowdhury, Shubhadeep","Packt Publishing, Limited",2/28/2019,,required,,,,,Approved,Ray Hylock
COHE 6590,601,Ray Hylock,30,978-1-119-00225-3,Storytelling with Data : A Data Visualization Guide for Business Professionals,"Knaflic, Cole Nussbaumer and Nussbaumer Knaflic, Cole","Wiley & Sons, Incorporated, John",11/2/2015,,required,,,,,Approved,Ray Hylock
COHE 6590,601,Ray Hylock,30,978-1-78980-735-6,SQL for Data Analytics : Perform Fast and Efficient Data Analysis with the Power of SQL,"Malik, Upom, Goldwasser, Matt, and Johnston, Benjamin","Packt Publishing, Limited",8/23/2019,,required,,,,,Approved,Ray Hylock
COHE 6590,601,Ray Hylock,30,978-1-78980-011-1,Data Wrangling with Python : Creating Actionable Data from Raw Sources,"Sarkar, Tirthajyoti and Roychowdhury, Shubhadeep","Packt Publishing, Limited",2/28/2019,,required,,,,,Approved,Ray Hylock
COHE 6600,601,Robert Kulesher,20,978-1-64055-043-8,Management of Healthcare Organizations : An Introduction,"Olden, Peter C.",Health Administration Press,1/1/2019,,required,,,*,,Approved,Robert Kulesher
COHE 6620,1,Robert Kulesher,20,978-1-119-34970-9,The Strategic Management of Health Care Organizations,"Ginter, Peter M., Duncan, Jack, Swayne, Linda E., and Duncan, W. Jack","Wiley & Sons, Incorporated, John",2/5/2018,8,required,,,*,,Approved,Robert Kulesher
COHE 6620,601,Robert Kulesher,20,978-1-119-34970-9,The Strategic Management of Health Care Organizations,"Ginter, Peter M., Duncan, Jack, Swayne, Linda E., and Duncan, W. Jack","Wiley & Sons, Incorporated, John",2/5/2018,8,required,,,*,,Approved,Robert Kulesher
COHE 6640,1,Susie Harris,,978-1-58426-725-6,"Health Information Management : Sixth Edition: Concepts, Principles, and Practice",,American Health Information Management Association,1/1/2020,,required,,,,,Approved,
COHE 6640,601,Susie Harris,,978-1-58426-725-6,"Health Information Management : Sixth Edition: Concepts, Principles, and Practice",,American Health Information Management Association,1/1/2020,,required,,,,,Approved,
COHE 6803,601,Susie Harris,,978-1-58426-816-1,"RHIA Exam Preparation, 9e","Shaw, Carter",American Health Information Management Association,8/30/2020,,required,,,,,Approved,
COMM 1001,601,Keith Richards,80,978-0-07-352392-7,A First Look at Communication Theory,"Griffin, Em, Ledbetter, Andrew, and Sparks, Glenn",McGraw-Hill Education,3/28/2014,9,choice,,,,,Approved,Keith Richards
COMM 1001,601,Keith Richards,80,978-0-07-784245-1,First Look at Communication (e-book) avail ECU.Vitalsource.com,Griffin,McGraw-Hill,1/1/2015,9,choice,,,,,Approved,Keith Richards
COMM 1001,602,Keith Richards,80,978-0-07-352392-7,A First Look at Communication Theory,"Griffin, Em, Ledbetter, Andrew, and Sparks, Glenn",McGraw-Hill Education,3/28/2014,9,choice,,,,,Approved,Keith Richards
COMM 1001,602,Keith Richards,80,978-0-07-784245-1,First Look at Communication (e-book) avail ECU.Vitalsource.com,Griffin,McGraw-Hill,1/1/2015,9,choice,,,,,Approved,Keith Richards
COMM 1003,601,Cindy Elmore,70,978-0-13-393121-1,The Media of Mass Communication,"Vivian, John",Pearson Education,11/29/2016,12,required,,,,,Approved,Cindy Elmore
COMM 2020,603,Eric Shouse,,978-1-68036-864-2,The Speaker ,Valenzano,Fountain Head,1/1/2019,4,required,,,*,,Approved,Eric Shouse
COMM 2020,601,Michael Catalano,120,978-1-68036-864-2,The Speaker ,Valenzano,Fountain Head,1/1/2019,4,required,,,,,Approved,Michael Catalano
COMM 2020,602,Michael Catalano,120,978-1-68036-864-2,The Speaker ,Valenzano,Fountain Head,1/1/2019,4,required,,,,,Approved,Michael Catalano
COMM 2020,604,Pamela Hopkins,60,978-1-68036-864-2,The Speaker ,Valenzano,Fountain Head,1/1/2019,4,required,,,,,Approved,Pamela Hopkins
COMM 2030,604,Erika Johnson,40,978-1-4833-7941-8,Introducing Communication Research : Paths of Inquiry,"Treadwell, Donald F. and Treadwell, Donald","SAGE Publications, Incorporated",1/22/2016,3,required,,,,,Approved,
COMM 2030,601,Sachiyo Shearman,,978-1-260-13102-4,Communication Research (e-book) avail ecu.vitalsource.com,Keyton,McGraw-Hill,1/1/2019,5,choice,,,,,Approved,Sachiyo Shearman
COMM 2030,602,Sachiyo Shearman,,978-1-260-13102-4,Communication Research (e-book) avail ecu.vitalsource.com,Keyton,McGraw-Hill,1/1/2019,5,choice,,,,,Approved,Sachiyo Shearman
COMM 2120,601,Adrienne Muldrow,25,978-1-5264-9197-8,Corporate Communication : A Guide to Theory and Practice,"Cornelissen, Joep P.","SAGE Publications, Limited",2/6/2020,6,recommended,,,*,*,Approved,Adrienne Muldrow
COMM 2410,701,Adrienne Muldrow,30,978-1-260-41293-2,Loose Leaf for the Art of Public Speaking,"Lucas, Stephen, Stob, Paul, and Lucas, Stephen E.",McGraw-Hill Education,1/7/2019,13,required,,,*,*,Approved,Adrienne Muldrow
COMM 2410,601,Barbara Bullington,20,978-1-285-15945-4,Cengage Advantage Series: Essentials of Public Speaking,"Hamilton, Cheryl",Cengage Learning,3/25/2014,6,required,,,,,Approved,Barbara Bullington
COMM 2410,601,Barbara Bullington,20,978-1-4652-5304-0,A Guide to Effective Public Speaking,"Hopkins, Pamela Davis and Hopkins, Pamela D.",Kendall Hunt Publishing Company,7/1/2014,2,optional,,,,,Approved,Barbara Bullington
